название,производитель,ккал_100г,белки_100г,жиры_100г,углеводы_100г,единица,вес_единицы_г,порция_по_умолчанию_г,штрихкод,id,тип
Овсяное печенье Царская особа,Станем друзьями,340.0,4.5,11.0,66.0,,,,2611864003069,
Печенье крем брюлк,Станем друзьями,390.0,4.0,12.0,67.0,,,,2611906002289,
Печенье Чик Пик,Станем друзьями,318.0,3.3,11.0,52.6,,,,2613625002342,
Печенье двойной шоколад,Перекрёсток,410.0,6.5,14.0,64.0,,,,2823645100014,
Пирожок с яблоком,Перекрёсток,320.0,6.0,5.3,62.0,,,,2823700600015,
Булочка,Перекрёсток,265.0,7.5,3.1,51.8,,,,2823739200019,
Хлеб Зерновой Перек,Перекрёсток,330.0,7.5,13.5,45.5,,,,2823753300016,
Гамбургер с индейкой,Бери с собой,190.0,13.5,4.8,13.1,,,,2960200002458,
Багет с кунжутом на закваске,Лента,280.0,8.5,3.5,55.0,,,,2999990086232,
Пирожок ЛЕНТА FRESH Домашний с мясом,Лента,315.0,10.0,15.5,35.5,,,,2999999895194,
Лукум Сбивной Ванильный,ВкусВилл,320.0,0.4,0.3,79.0,,,,3020384003753,
Сардельки С Телятиной,ВкусВилл,221.4,12.9,18.2,1.5,,,,3022843003724,
Кукуруза молодая,Bonduelle,73.0,2.7,1.4,11.0,,,,3083681083361,
Вафли Лос-Марселино,Станем друзьями,300.0,2.0,6.5,60.0,,,,3614674002009,
грено сок синя слива ябълка 1085,Greno,53.0,0.4,0.0,12.4,,,,3800014281085,
орехите сушеница слайс 2886,Орехите,355.0,28.0,26.0,1.2,,,,3800047792886,
вафли лешник,Ная,540.5,4.2,30.9,61.4,,,,3800061630607,
врёшь плитка за хот-дог teams,Brioche,352.0,11.9,11.7,46.0,,,,3800093511660,
Лепешка для сенгвича,Pocket Pita,267.0,9.7,2.4,50.0,,,,3800093560361,
сирине краве нискомаслено домлян,Домлян,201.0,18.0,14.0,0.8,,,,3800110301830,
КФМ филе елена резерва,КФМ,193.0,40.0,3.0,1.0,,,,3800202640137,
Молоко Боженцы 3.6%,Божиници,64.0,3.4,3.6,4.5,,,,3800207823047,
хляб типов с квас Айтос,Ajtos,243.0,9.0,0.2,51.0,,,,3800207831189,
Хомогенизирана сметана за готвене,Бор-чвор,209.0,3.0,20.0,4.3,,,,3800212494942,
крум мушев луканка слайс 90 г 6233,Крум Мушев,395.0,23.3,32.5,2.2,,,,3800228506233,
Протеин Чипсы с бекон,Livity,436.0,38.0,14.0,38.0,,,,3800233091922,
Кренвирши Бони XXL,Бони,212.0,12.0,18.3,1.0,,,,3800779048527,
Твикс,Mars,494.0,4.4,24.0,64.4,,,,4011100977952,
мамба фрумеладки кислые звёздочки,Storck,339.0,0.0,0.0,82.0,,,,4014400934564,mamba-frumeladki-kislye-zvezdochki-august-storck
вертерс мягкий ирис,Werther's,464.0,4.2,20.7,65.6,,,,40144115,
Плов со свининой,Steinhauer,148.4,6.7,7.6,13.3,,,,4030011330458,
Чайный сбор ЦИТРУСОВЫЙ БАЗИЛИК,Кантата,14.2,0.7,0.1,2.0,,,,4030683014021,
Сухарики жигулевские,Жигулёвские,456.0,10.0,18.0,60.0,,,,4030957761620,
Бумука,Сладкая страна,459.0,7.3,14.1,66.0,,,,4033443792337,
Царевичен тортила чипс - лют,Metro Chef,522.0,5.7,33.0,49.0,,,,4337182137443,
Квас,Очаково,20.0,0.0,0.0,4.5,,,,4600068063991,
Красный октябрь,Алёнка,560.0,8.5,36.0,50.0,,,,4600080294267,
Грильяж смотка в пачках,РотФронт,520.0,5.5,26.0,64.0,,,,4600080310400,
Cafe Jazz Коктейль орехи и сухофрукты,,490.0,12.0,29.0,44.0,,,,4600294028443,
КАКАО Золотой ярлык,Красный Октябрь,330.0,24.0,15.0,10.0,,,,4600300000739,
Шоколад Мишка косолапый с орехами и вафлями,Красный Октябрь,530.0,7.0,31.0,54.0,,,,4600300071067,
МОЛОЧНЫЙ ШОКОЛАД АЛЕНКА,Красный Октябрь,547.0,8.0,33.0,54.0,,,,4600300075409,
Оленка,31721,482.0,0.0,24.0,60.0,,,,4600300080014,
Конфеты Мишка косолапый,Красный Октябрь,540.0,6.0,30.0,59.0,,,,4600300086863,
Фру-Фру — жевательный мармелад Маша и Медведь,Фру-фру,329.1,4.1,0.3,77.5,,,,4600416011889,
"Pastila ""Vanilla-Flavored"" ""SHARMEL""",Ударница,310.0,0.6,0.0,76.4,,,,4600492112227,
Плавленый сыр «Шоколадный»,Карат,305.6,9.2,18.0,26.7,,,,4600493559007,
Чёрный чай Lipton Лимон 1л,Lipton,19.0,0.0,0.0,4.6,,,,4600494600500,
сок J7 Цитрус,J7,40.0,0.0,0.0,9.5,,,,4600494661334,
Adrenaline Zero sugar,Adrenaline,3.1,0.0,0.0,0.1,,,,4600494666612,
Энергетик вкус дыня лайм мята,Адреналин раш,18.0,0.0,0.0,4.0,,,,4600494681646,
эвервес кола без сахара смотка 1 литр,Evervess,0.4,0.0,0.0,0.1,,,,4600494687273,
Fresh Taste Сок апельсиновый с мякотью,J7,35.0,0.0,0.0,9.0,,,,4600494694813,
"Десерт ""Bonjour Souffle"" вкус клубники со сливками",Конти-Рус,430.0,3.0,16.0,68.0,,,,4600495522320,desert-bonjour-souffle-vkus-klubniki-so-slivkami-ao-konti-rus
Бургер-соус для бутербродов и закусок,Astoria,330.0,1.0,30.0,14.0,,,,4600528357981,
Астория шаурма,Astoria,410.0,1.0,42.0,8.0,,,,4600528362893,
Соус барбекю,Astoria,120.0,1.0,0.0,29.0,,,,4600528365450,
Соус Сметанный с грибами,Миоре,400.0,0.4,42.0,6.0,,,,4600528366068,
Соус Лёгкий,Миоре,250.0,0.2,25.0,7.0,,,,4600528366396,
anakom,Ahakom,63.0,1.3,3.0,7.7,,,,4600545035039,
Вермишель быстрого приготовления с куриным бульоном,Красная цена,410.0,7.5,20.0,49.0,,,,4600545624103,
Печенье солёная карамель,Любятово,470.0,5.0,22.0,63.0,,,,4600583944706,
"Печенье ""карамель"" со вкусом Брауни в глазури",Любятово,465.0,4.7,22.0,62.0,,,,4600583944737,
Крекер «Конфи» Рыбки с луком,Конфи,477.0,8.1,26.3,51.0,,,,4600603023848,
Биойогурт Активиа,Активиа,78.0,4.8,3.5,6.7,,,,4600605010976,
Активиа Биойогурт Киви и мюсли,Danone,108.2,3.9,3.0,16.4,,,,4600605012338,
Даниссимо Творожный с изысканным шоколадом,Даниссимо,152.0,5.6,6.7,17.4,,,,4600605017333,
Йогурт с вишней,Активиа,101.0,3.9,2.9,14.8,,,,4600605017654,
Йогурт с шариками в шоколаде,Даниссимо,123.0,3.3,6.9,11.9,,,,4600605019351,
Даниссимо Фантазия Хрустящие шарики с ягодным вкусом 105г,Danone,120.9,3.1,6.9,11.6,,,,4600605021781,
Активиа Термостатная,Danone,64.7,3.5,3.5,4.8,,,,4600605021842,
"Йогурт термостатный ""Данон""",Danone,47.0,3.6,1.5,4.8,,,,4600605022207,
"натуральный биойогурт, с черникой и 5 злаками",Danone,95.0,4.1,2.9,13.0,,,,4600605022399,
Йогурт питьевой,Bio Баланс,62.0,3.3,1.0,9.9,,,,4600605026595,
Биойогурт черника-злаки,Bio Баланс,63.0,3.3,1.0,10.1,,,,4600605026601,
Творожное зерно в сливках,Простоквашино,91.0,9.0,5.0,2.6,,,,4600605030271,
Йогурт даниссимо с шариками клубника молочный шоколад 105г,Даниссимо,123.0,3.3,6.9,11.9,,,,4600605031094,
Сливки Простоквашино 200г пит.ульт.20%,Простоквашино,206.0,2.6,20.0,4.0,,,,4600605032251,
Термостатный йогурт,Простоквашино,69.0,3.6,4.0,4.7,,,,4600605032459,
Творожок вишня-банан,Простоквашино,110.0,6.8,3.6,12.7,,,,4600605032558,
Биойогурт Актибио с пробиотиками,Danone,51.0,3.5,1.8,5.3,,,,4600605032732,
Aktibio jordbær,АктиБио,73.0,2.9,1.5,11.9,,,,4600605032763,
"Биойогурт с пробиотиками Питахайа, клубника, яблоко",АктиБио,78.0,3.8,2.9,9.2,,,,4600605032862,
Биойогурт с пробиотиками - Клубника,АктиБио,101.0,4.1,2.9,14.6,,,,4600605032893,
Биойогурт Актибио,Активия,103.0,4.2,3.0,14.9,,,,4600605032916,
АктиБио с пробиотиками и злаками,Активбио,98.0,4.6,2.9,13.4,,,,4600605032954,
Биойогурт Малина Гранат,АктиБио,74.0,2.9,1.5,12.1,,,,4600605033012,
АктиБио с пробиотиками и злаками,АктиБио,70.0,3.0,1.6,11.0,,,,4600605033043,
Биойогурт АктиБио,АктиБио,79.0,4.8,3.5,7.0,,,,4600605033098,
миндаль планто,Planto,25.0,0.4,1.2,3.0,,,,4600605033258,
Actimuno,Actimuno,69.0,2.7,1.5,12.7,,,,4600605033494,
"Продукт творожный ""творожок"" с голубикой и бананом",1f 20 1e 21 22 1e 2f 28 3a 38 3d,112.0,6.8,3.6,13.0,,,,4600605034330,
Биойогурт Клубника-Черника без сахара АктиБио,АктиБио,57.0,3.0,1.5,7.8,,,,4600605034491,
"Биойогурт. Манго, папайя без сахара",АктиБио,56.0,3.0,1.5,8.1,,,,4600605034507,
Биойогурт Персик-малина без сахара АктиБио,АктиБио,52.0,3.0,1.5,6.7,,,,4600605034514,
Биойогурт Актибио Персик Малина,АктиБио,76.0,3.9,3.0,8.3,,,,4600605034552,
Биойогурт Актибио Черника Клубника,АктиБио,80.0,3.9,3.0,9.3,,,,4600605034576,
Творог мягкий 0.1%,Простоквашино,55.0,10.0,0.1,3.4,,,,4600605034750,
Йогурт Простоквашино греческий груша,Простоквашино,88.0,7.7,1.8,10.3,,,,4600605034835,
Напиток Planto классический,Planto,47.0,1.1,2.3,5.5,,,,4600605035283,
Хлеб Ржано-пшеничный Столовый,Каравай,210.0,7.0,1.0,44.0,,,,4600631001320,
Ролл Пшеничный,Караван,240.0,7.5,1.0,49.0,,,,4600631004260,
Кефир ГОСТ 31454-2012 1%,Село Зелёное,37.0,3.0,1.0,4.0,,,,4600653108205,
Пудинг шоколадный,Село Зелёное,125.0,4.1,3.0,20.4,,,,4600653110598,
"Золотой®. Бульонные кубики. Бульон с курицей, брикетированный",Maggi,251.0,2.3,7.1,44.0,,,,4600680003573,
Nescafé® Classic. Натуральный растворимый порошкообразный кофе с добавлением натурального жареного молотого кофе.,Nescafé,128.0,8.0,1.0,3.0,,,,4600680010632,
Какао Напиток,Хрутка,393.0,5.3,3.0,83.0,,,,4600680026206,
Хрутки Клубника Ваниль Хлопья,Хрутки,383.0,7.3,3.7,77.5,,,,4600680029375,
Хлопья овсяные Клубника с Молоком,Быстров,367.5,10.8,5.2,65.0,,,,4600680029498,
Овсянка Клубника,Быстров,369.0,9.8,5.5,66.0,,,,4600680029627,
Лесные Ягоды,Быстров,369.0,10.0,5.6,66.0,,,,4600680029719,
Goodmix Снежный миндаль,Goodmix,531.0,5.1,28.0,63.0,,,,4600680034942,
Молочный шоколад,Nestle,538.0,6.6,30.0,59.0,,,,4600680035215,
Goodmix соленая карамель,Goodmix,526.0,6.1,28.0,62.0,,,,4600680036168,
Goodmix соленый арахис,Goodmix,528.0,6.0,28.0,61.0,,,,4600680036175,
Goodmix Попкорн,Goodmix,526.0,6.1,28.0,62.0,,,,4600680036182,
Goodmix со фкусом печенья,Goodmix,526.0,6.1,28.0,62.0,,,,4600680036199,
Хрустящий Готовый Шоколадный Завтрак,Хрутка,370.0,9.0,3.4,70.3,,,,4600680037080,
Шоколадный батончик GoodMiX Малиновый рассвет,Goodmix,527.0,6.1,28.0,62.0,,,,4600680037516,
Milk Chocolate Mascha i Medwedj,Маша и Медведь,568.0,8.0,36.0,53.0,,,,4600694170513,
Йогурт питьевой с манго и киви,MIOCREMA,68.0,2.8,2.0,9.6,,,,4600699001355,
"Йогурт ""Hi"" Фейхоа, виноград, базилик",hi,80.0,2.2,2.5,13.3,,,,4600699002116,
грибной соус гурме,Master gurme,340.0,0.2,35.0,6.0,,,,4600699004479,
Слобода для жарки и салатов,Слобода,899.0,0.0,99.9,0.0,,,,4600699501121,
масло подсолнечное,Слобода,900.0,0.0,100.0,0.0,,,,4600699502494,
майонез слобода на перепелиных яйцах,Слобода,610.0,0.2,67.0,2.0,,,,4600699503804,
"Майонез ""Правонсаль классический слабода""",Слобода,610.0,0.1,67.0,1.0,,,,4600699505518,
"Биойогурт Слобода Семейный Завтрак мандарин, мюсли, орехи",Эфко,114.0,3.6,5.0,13.7,,,,4600699515012,
"Биойогурт ""Слобода"" с грушей и злаками",Слобода,75.0,2.8,2.0,11.0,,,,4600699515098,
"Hoegaarden hveteøl, 4,9%",Hoegaarden,44.1,0.5,0.0,3.5,,,,4600721021566,
эсса 0 кокос,Essa,25.0,0.0,0.0,4.5,,,,4600721026820,
Греческий йогурт,Зелёная линия,76.0,7.5,4.0,2.5,,,,4600765001357,
Ирландский Скир,ВкусВилл,90.8,9.3,1.2,10.7,,,,4600765004525,
Исландский Скир 1.5%,Вкус и польза,72.0,11.0,1.5,3.7,,,,4600765004563,
Скир Зел.лин черника малина,Зелёная линия,91.0,9.3,1.2,10.7,,,,4600765004570,
Творог Высокобелковый Мягкий «Морковный Пирог»,ВкусВилл,94.8,9.3,1.2,11.7,,,,4600765005140,
Йогурт греческий без сахара,Lactica,76.0,7.5,4.0,2.5,,,,4600765026954,
Скир с печеным яблоком,ideals,96.0,9.3,1.2,11.9,,,,4600765027340,
isey skyr,Лактис,72.0,11.0,1.5,3.7,,,,4600765027364,
Настоящий Пломбир 18%,Пятигорское Мороженое Холод,260.0,3.5,17.0,23.0,,,,4600766001943,
Конфета арахисовая Caramel Bite,BootyBar,546.7,13.3,40.0,26.7,,,,4600778021014,
Нарезной Пирог Со Вкусом Шоколада,Триумф,380.0,6.0,18.0,49.0,,,,4600795058383,nareznoy-pirog-so-vkusom-shokolada-ooo-triumf
Oatmeal,Ясно солнышко,340.0,12.0,6.0,60.0,,,,4600819351681,
Овсяная каша с клубникой и молоком,Ясно солнышко,360.0,10.0,5.0,65.0,,,,4600819440156,
Vdokhnoveniye Chocolate,Вдохновение,550.0,7.5,37.5,45.0,,,,4600823009059,
Vdohnovenie Chocolat noir aux amandes 75% Cacao,Вдохновение,540.0,11.0,38.0,31.0,,,,4600823009141,
Бабаевский горький,Бабаевский,540.0,8.5,35.0,42.0,,,,4600823143005,
Аленка,Красный Октябрь,540.0,5.5,31.0,59.0,,,,4600823193857,
Тёмный шоколад с кешью и фундуком,Бабаевский,550.0,9.0,37.0,42.0,,,,4600823650619,
Палочки Хлебные С Сыром,Магнит,413.0,12.8,8.7,71.1,,,,4600925007540,
Крупа греча ядрица,Националь,330.0,13.0,2.5,68.0,,,,4600935000043,
Крупа пшено,PROSTO,350.0,12.0,3.0,69.0,,,,4600935000449,
Jogurtti питьевой йогурт малина злаки,Valio,61.6,2.8,0.4,11.7,,,,4601075341263,
Йогурт питьевой натуральный 0.4%,Valio,36.0,3.2,0.4,4.8,,,,4601075347937,
йогурт натуральный черника- ежевика,большая кружка,81.0,2.8,1.9,13.1,,,,4601075349832,
йогурт натуральный манго-злаки,большая кружка,83.0,2.8,1.9,13.7,,,,4601075391053,
Карела- йогурт сливочный «черничный маффин»,Свежее Завтра,138.0,3.7,7.0,15.0,,,,4601075393262,
Йогурт безлактозный с клубникой,Свежее Завтра,90.0,3.7,2.8,12.6,,,,4601075393309,
Seafood mix in oil,Меридиан,191.0,8.5,17.0,1.0,,,,4601132004346,
воздушная пшиница,На Здоровье!,330.0,9.0,4.0,64.0,,,,4601159075152,
Батончик В Молочном Шоколаде,Craft Ice Cream,310.0,4.0,19.0,30.0,,,,4601203016414,
Эскимо В Темном Шоколаде,Яндекс Лавка,310.0,3.5,22.0,25.0,,,,4601203017305,
Тесто Слоёное Дрожжевое,Самокат,357.0,5.5,20.0,38.0,,,,4601203017459,
Ватрушка С Творогом,Коломенский,290.0,8.0,8.5,46.0,,,,4601347005831,
Батон нарезной,Коломенское,260.0,7.5,3.0,51.0,,,,4601347009273,
Мягкие зерновые хлебцы на ржаной закваске,здоровый-край,340.0,10.0,13.0,45.0,,,,4601347010989,
вафли коломенские с орехом,Коломенский,490.0,8.0,24.0,61.0,,,,4601347011344,
"Вафли сливочные ""Вечерняя тайна""",Вечерняя Тайна,490.0,6.0,22.0,66.0,,,,4601347012655,
вафли коломенский красные,Коломенское,490.0,5.5,23.0,65.0,,,,4601347013171,
коленские,Коломенский,500.0,6.5,24.0,65.0,,,,4601347013195,
Хлеб пшеничный тостовый,Коломенский,302.0,8.0,6.0,54.0,,,,4601347013348,
Вареники С Картофелем И Грибами,У Палыча,150.0,4.5,4.0,23.0,,,,4601374032695,vareniki-s-kartofelem-i-gribami-u-palycha-vsegda-vkusno
Булочка для хотдога,Щёлково хлеб,230.0,6.6,2.6,44.4,,,,4601388002417,
Ржаник Брусника,Щёлково хлеб,260.0,5.5,3.5,52.0,,,,4601388007412,
Чиабата,Сытный перекус,330.0,7.0,24.0,22.0,,,,4601445213404,
сок джей севен смотка яблоко,J7,40.0,0.0,0.0,10.0,,,,4601512005307,
АЛЁНКА,Красный Октябрь,410.0,5.0,18.0,56.0,,,,4601513014018,alenka-pao-krasnyy-oktyabr
